Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
340	17831437	damit glückten . Manchem Eigenthümer ward sein liebstes Gut mitten	durchschnitten	, manchem sogar sein HauS angegriffen ; ganze Dorfschaften ,	damit_PAV glückten_VVFIN ._$. Manchem_PIAT Eigenthümer_NN ward_VVFIN sein_PPOSAT liebstes_ADJA Gut_NN mitten_ADV	durchschnitten_VVPP	,_$, manchem_PIS sogar_ADV sein_PPOSAT HauS_NN angegriffen_VVPP ;_$. ganze_ADJA Dorfschaften_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=339	69712947	69712947
341	13903176	unendlich nahen , und auf der Achse X senkrechten Ebenen	durchschnitten	, so wird derselbe dadurch in unendlich viele körperliche Theile	unendlich_ADJD nahen_VVINF ,_$, und_KON auf_APPR der_ART Achse_NN X_NN senkrechten_ADJA Ebenen_NN	durchschnitten_VVPP	,_$, so_ADV wird_VAFIN derselbe_PDS dadurch_PAV in_APPR unendlich_ADJD viele_PIAT körperliche_ADJA Theile_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=340	70944603	70944603
342	5816690	Nadelholz geschmückt , die Ebenen von fischreichen Gewässern und Bächen	durchschnitten	, die zu Wasserleitungen für hie Wiesen benutzt werden .	Nadelholz_NN geschmückt_VVPP ,_$, die_ART Ebenen_NN von_APPR fischreichen_ADJA Gewässern_NN und_KON Bächen_NN	durchschnitten_VVPP	,_$, die_PRELS zu_APPR Wasserleitungen_NN für_APPR hie_ADJA Wiesen_NN benutzt_VVPP werden_VAINF ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=341	71575393	71575393
343	5816690	Kybürg . Sie wird von Ost nach West vom Tößbett	durchschnitten	, welches auch zur Zeit noch die Landstraße bildet .	Kybürg_NE ._$. Sie_PPER wird_VAFIN von_APPR Ost_NN nach_APPR West_NN vom_APPRART Tößbett_NN	durchschnitten_VVPP	,_$, welches_PWAT auch_ADV zur_APPRART Zeit_NN noch_ADV die_ART Landstraße_NN bildet_VVFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=342	71634935	71634935
344	5816690	BirreN / hoher Berghang , dessen Alpwiesen von Na delgehölze	durchschnitten	sind , 1 St . von Gurnigel im bern .	BirreN_ADJA /_$( hoher_ADJA Berghang_NN ,_$, dessen_PRELAT Alpwiesen_NN von_APPR Na_ITJ delgehölze_NN	durchschnitten_VVPP	sind_VAFIN ,_$, 1_CARD St_NE ._$. von_APPR Gurnigel_NN im_APPRART bern_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=343	71663349	71663349
345	5816690	Bei der vorhabenden Regulirung des Aar laufes soll dieses Haftli	durchschnitten	werden . Buren , Stadt , Haupcort des Amts ,	Bei_APPR der_ART vorhabenden_ADJA Regulirung_NN des_ART Aar_NN laufes_NN soll_VMFIN dieses_PDAT Haftli_NN	durchschnitten_VVPP	werden_VAINF ._$. Buren_NN ,_$, Stadt_NN ,_$, Haupcort_NN des_ART Amts_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=344	71700035	71700035
346	5816690	Moudon und Pverdon , würd von vielen Hohlwegen und Waldungen	durchschnitten	, hat einen gebirgigen Boden , und 2388 Einiv .	Moudon_NE und_KON Pverdon_NE ,_$, würd_VVFIN von_APPR vielen_PIAT Hohlwegen_NN und_KON Waldungen_NN	durchschnitten_VVPP	,_$, hat_VAFIN einen_ART gebirgigen_ADJA Boden_NN ,_$, und_KON 2388_CARD Einiv_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=345	71734933	71734933
347	5816690	, von Obstbäumen beschattet und von freundlichen Waldhügeln oder Weingärten	durchschnitten	, geben dieser Gegend ein gefälliges Ansehen . Das Amt	,_$, von_APPR Obstbäumen_NN beschattet_VVPP und_KON von_APPR freundlichen_ADJA Waldhügeln_NN oder_KON Weingärten_NN	durchschnitten_VVPP	,_$, geben_VVFIN dieser_PDAT Gegend_NN ein_ART gefälliges_ADJA Ansehen_NN ._$. Das_ART Amt_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=346	71762613	71762613
348	5816690	bächen , Klüften und Schlünden , mehr oder weniger wild	durchschnitten	. Wenig flache Plätze sind an und auf dem selben	bächen_NN ,_$, Klüften_NN und_KON Schlünden_NN ,_$, mehr_ADV oder_KON weniger_ADV wild_ADJD	durchschnitten_VVPP	._$. Wenig_PIAT flache_ADJA Plätze_NN sind_VAFIN an_APPR und_KON auf_APPR dem_ART selben_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=347	71792032	71792032
349	5816690	von drei breiten , geraden und neben einander laufenden Gassen	durchschnitten	, und enthält mit ihrem Bez . 370 Häuser und	von_APPR drei_CARD breiten_ADJA ,_$, geraden_ADJA und_KON neben_APPR einander_PRF laufenden_ADJA Gassen_NN	durchschnitten_VVPP	,_$, und_KON enthält_VVFIN mit_APPR ihrem_PPOSAT Bez_NN ._$. 370_CARD Häuser_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=348	71822914	71822914
350	5816690	welche hier von der Kommerzialstraße von Burg dorf nach Thun	durchschnitten	wird , im bern . Amt Konol fingen . Es	welche_PRELS hier_ADV von_APPR der_ART Kommerzialstraße_NN von_APPR Burg_NN dorf_ADJA nach_APPR Thun_NN	durchschnitten_VVPP	wird_VAFIN ,_$, im_APPRART bern_NN ._$. Amt_NN Konol_NN fingen_VVFIN ._$. Es_PPER	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=349	71919452	71919452
351	5816690	Jura , lind zwar von Südwester , nmch Rordosten ,	durchschnitten	, deren höchster Gipfel ( die Hasenmatt ) sich 4480	Jura_NE ,_$, lind_ADJD zwar_ADV von_APPR Südwester_NN ,_$, nmch_ADJA Rordosten_NN ,_$,	durchschnitten_VVPP	,_$, deren_PRELAT höchster_ADJA Gipfel_NN (_$( die_ART Hasenmatt_NN )_$( sich_PRF 4480_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=350	72250253	72250253
352	5816690	der Spitze des Hügels , der für das neue Kanderbett	durchschnitten	werden mußte , 1 St . von der bern .	der_ART Spitze_NN des_ART Hügels_NN ,_$, der_PRELS für_APPR das_ART neue_ADJA Kanderbett_NN	durchschnitten_VVPP	werden_VAINF mußte_VMFIN ,_$, 1_CARD St_NE ._$. von_APPR der_ART bern_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=351	72269940	72269940
353	5816690	und ist von trefflichen Wiesen , die von Wäffe- rungskanälen	durchschnitten	sind , umgebe » . Wangen , Pfarrdorf von 547	und_KON ist_VAFIN von_APPR trefflichen_ADJA Wiesen_NN ,_$, die_PRELS von_APPR Wäffe-_TRUNC rungskanälen_NN	durchschnitten_VVPP	sind_VAFIN ,_$, umgebe_VVFIN »_$( ._$. Wangen_NN ,_$, Pfarrdorf_NN von_APPR 547_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=352	72355811	72355811
354	5816690	gleicher Richtung neben einander laufen , und von 6 Quergassen	durchschnitten	wer den . Die mit zwri Thürmen und einer herrlichen	gleicher_ADJA Richtung_NN neben_APPR einander_PRF laufen_VVINF ,_$, und_KON von_APPR 6_CARD Quergassen_NN	durchschnitten_VVPP	wer_PWS den_PDS ._$. Die_ART mit_APPR zwri_NE Thürmen_NE und_KON einer_ART herrlichen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=353	72376146	72376146
355	5816690	Landschaft dar , die von schönen Flüssen und großen Landstraßen	durchschnitten	ist . Es unterliegt auch keinem Zweifel , daß diese	Landschaft_NN dar_PTKVZ ,_$, die_PRELS von_APPR schönen_ADJA Flüssen_NN und_KON großen_ADJA Landstraßen_NN	durchschnitten_VVPP	ist_VAFIN ._$. Es_PPER unterliegt_VVFIN auch_ADV keinem_PIAT Zweifel_NN ,_$, daß_KOUS diese_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=354	72640698	72640698
356	5816690	schönen Allmend bei Wim- mis , dir vom WiwmiSbach .	durchschnitten	wird , wimmelt es in den Monaten Juni und Juli	schönen_ADJA Allmend_NN bei_APPR Wim-_TRUNC mis_VVFIN ,_$, dir_PRF vom_APPRART WiwmiSbach_NN ._$.	durchschnitten_VVPP	wird_VAFIN ,_$, wimmelt_VVFIN es_PPER in_APPR den_ART Monaten_NN Juni_NN und_KON Juli_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=355	72829816	72829816
357	14016475	wird . Mit dem Meßtische bestimmt man diese Endpunkte mittelst	Durchschnitten	, und trigono metrisch gewöhnlich durch Coordinaten . Wir wollen	wird_VAFIN ._$. Mit_APPR dem_ART Meßtische_NN bestimmt_VVFIN man_PIS diese_PDAT Endpunkte_NN mittelst_VVFIN	Durchschnitten_NN	,_$, und_KON trigono_VVFIN metrisch_ADJD gewöhnlich_ADJD durch_APPR Coordinaten_NN ._$. Wir_PPER wollen_VMFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=356	72971285	72971285
358	14016475	Kreisbogens . AuS dieser weitläufigen Construktion und aus den unsicher«	Durchschnitten	, die sich bei derselben gewöhnlich bei Bestimmung der Mittelpunkte	Kreisbogens_NN ._$. AuS_APPR dieser_PDAT weitläufigen_ADJA Construktion_NN und_KON aus_APPR den_ART unsicher«_ADJA	Durchschnitten_NN	,_$, die_PRELS sich_PRF bei_APPR derselben_PDAT gewöhnlich_ADJD bei_APPR Bestimmung_NN der_ART Mittelpunkte_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=357	72981712	72981712
359	14016475	, inner halb der Quadrate liegenden Eckpunkte und Gegenstände mittelst	Durchschnitten	von den Eckpunkten der Quadrate aus , oder durch Verlängerungen	,_$, inner_ADJD halb_ADJD der_ART Quadrate_NN liegenden_ADJA Eckpunkte_NN und_KON Gegenstände_NN mittelst_VVFIN	Durchschnitten_NN	von_APPR den_ART Eckpunkten_NN der_ART Quadrate_NN aus_PTKVZ ,_$, oder_KON durch_APPR Verlängerungen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=358	73035021	73035021
360	14016475	den Punkte durch Verlängerungen ist zweckmäßiger , als die mittelst	Durchschnitten	, weil durch diese das Papier verdor ben wird .	den_ART Punkte_NN durch_APPR Verlängerungen_NN ist_VAFIN zweckmäßiger_ADJD ,_$, als_KOUS die_ART mittelst_ADJA	Durchschnitten_NN	,_$, weil_KOUS durch_APPR diese_PDAT das_ART Papier_NN verdor_VVFIN ben_ADJD wird_VAFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=359	73035057	73035057
361	14016475	eben , bald bergig , bald von Flüssen und Wegen	durchschnitten	, bald enthält er Waldparthien , Baumgärten , Gebäude u	eben_ADV ,_$, bald_ADV bergig_ADJD ,_$, bald_ADV von_APPR Flüssen_NN und_KON Wegen_NN	durchschnitten_VVPP	,_$, bald_ADV enthält_VVFIN er_PPER Waldparthien_NN ,_$, Baumgärten_NN ,_$, Gebäude_NN u_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=360	73044865	73044865
362	14016475	so revidiren , daß beinahe jede Grenze von einer Diagonale	durchschnitten	und also ge prüft wird . Daß man über die	so_ADV revidiren_NN ,_$, daß_KOUS beinahe_ADV jede_PIAT Grenze_NN von_APPR einer_ART Diagonale_NN	durchschnitten_VVPP	und_KON also_ADV ge_ADJD prüft_VVFIN wird_VAFIN ._$. Daß_KOUS man_PIS über_APPR die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=361	73048287	73048287
363	18035722	meisten Hochebenen dar , wird aber auch von mehreren Gebirgen	durchschnitten	, wozu die Terra de Cintra nördlich von der M.	meisten_PIAT Hochebenen_NN dar_PTKVZ ,_$, wird_VAFIN aber_ADV auch_ADV von_APPR mehreren_PIAT Gebirgen_NN	durchschnitten_VVPP	,_$, wozu_PWAV die_ART Terra_NE de_NE Cintra_VVFIN nördlich_ADJD von_APPR der_ART M._NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=362	73344939	73344939
364	18035722	westlichen Theile entweder ganz eben , oder von niedrigen Hügelreihen	durchschnitten	, die sich in der Bretagne zu Bergen erheben ,	westlichen_ADJA Theile_NE entweder_KON ganz_ADV eben_ADV ,_$, oder_KON von_APPR niedrigen_ADJA Hügelreihen_NN	durchschnitten_VVPP	,_$, die_PRELS sich_PRF in_APPR der_ART Bretagne_NE zu_APPR Bergen_NN erheben_VVINF ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=363	73362289	73362289
365	18035722	Niedercharenle und Vcndüe , größtentheels eine f^ckflbaren Bo- drigen Hügelkette	durchschnitten	, und mit emem ' N , Ganz ^^te den	Niedercharenle_NE und_KON Vcndüe_NE ,_$, größtentheels_NN eine_ART f^ckflbaren_NN Bo-_TRUNC drigen_ADJA Hügelkette_NN	durchschnitten_VVPP	,_$, und_KON mit_APPR emem_ADJA '_$( N_NN ,_$, Ganz_ADV ^^te_ADJD den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=364	73380368	73380368
366	18035722	nd 8200 E. Bilston , Fabrikst . von einem Kanalc	durchschnitten	, mit 2230 H. und 14,500 E. , liefert lackirte	nd_ADJA 8200_CARD E._NE Bilston_NE ,_$, Fabrikst_NN ._$. von_APPR einem_ART Kanalc_NE	durchschnitten_VVPP	,_$, mit_APPR 2230_CARD H._NE und_KON 14,500_CARD E._NE ,_$, liefert_VVFIN lackirte_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=365	73400904	73400904
367	18035722	. gebirgiges Land , überall von kleinen Thalern und Flüssen	durchschnitten	, mit geringem Ackerbau , desto größerer Viehzucht , Bergbau	._$. gebirgiges_ADJA Land_NN ,_$, überall_ADV von_APPR kleinen_ADJA Thalern_NN und_KON Flüssen_NN	durchschnitten_VVPP	,_$, mit_APPR geringem_ADJA Ackerbau_NN ,_$, desto_KON größerer_ADJA Viehzucht_NN ,_$, Bergbau_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=366	73406740	73406740
368	18035722	reizenden Gegend auf Anhöhen und Inseln , M von Kanälen	durchschnitten	und hat einen der schönsten und größten Häfen , Segeltuch-	reizenden_ADJA Gegend_NN auf_APPR Anhöhen_NN und_KON Inseln_NN ,_$, M_NE von_APPR Kanälen_NN	durchschnitten_VVPP	und_KON hat_VAFIN einen_PIS der_ART schönsten_ADJA und_KON größten_ADJA Häfen_NN ,_$, Segeltuch-_TRUNC	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=367	73413211	73413211
369	18035722	" er Citadelle ( Fricdrichshafen ) versehen , von Kanälen	durchschnitten	und ' gebaut , mit regelmäßigen Straßen und schönen ,	"_$( er_PPER Citadelle_NN (_$( Fricdrichshafen_NE )_$( versehen_VVPP ,_$, von_APPR Kanälen_NN	durchschnitten_VVPP	und_KON '_$( gebaut_VVPP ,_$, mit_APPR regelmäßigen_ADJA Straßen_NN und_KON schönen_ADJA ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=368	73416518	73416518
370	18035722	Per größte ^yc>l der , Niederlande ist von vielen Kanälen	durchschnitten	, an wel- gewöhnlich die schönsten Alleen von Bäumen und	Per_APPR größte_ADJA ^yc>l_NN der_ART ,_$, Niederlande_NE ist_VAFIN von_APPR vielen_PIAT Kanälen_NN	durchschnitten_VVPP	,_$, an_APPR wel-_NE gewöhnlich_ADJD die_ART schönsten_ADJA Alleen_NN von_APPR Bäumen_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=369	73436450	73436450
371	18035722	offene St. in einer angenehmen Gegend , mit vielen Kanälen	durchschnitten	, hat 6 große Plätze , regelmäßig angelegte , zum	offene_ADJA St._NN in_APPR einer_ART angenehmen_ADJA Gegend_NN ,_$, mit_APPR vielen_PIAT Kanälen_NN	durchschnitten_VVPP	,_$, hat_VAFIN 6_CARD große_ADJA Plätze_NN ,_$, regelmäßig_ADJD angelegte_ADJA ,_$, zum_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=370	73440980	73440980
372	18035722	5 bis 6 Stockwerk hohe Häuser und wird von Kanälen	durchschnitten	, auf welchen die A . ' s " Schiffe	5_CARD bis_KON 6_CARD Stockwerk_NN hohe_ADJA Häuser_NN und_KON wird_VAFIN von_APPR Kanälen_NN	durchschnitten_VVPP	,_$, auf_APPR welchen_PRELS die_ART A_NN ._$. '_$( s_NN "_$( Schiffe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=371	73442024	73442024
373	18035722	deren Alleen angenehme Spaziergänge bilden , und von vielen Kanälen	durchschnitten	, steht auch durch Kanale mit Dokkum , Franckcr und	deren_PRELAT Alleen_NN angenehme_ADJA Spaziergänge_NN bilden_VVFIN ,_$, und_KON von_APPR vielen_PIAT Kanälen_NN	durchschnitten_VVPP	,_$, steht_VVFIN auch_ADV durch_APPR Kanale_NN mit_APPR Dokkum_NN ,_$, Franckcr_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=372	73443734	73443734
374	18035722	. Del nördliche Theil ist ziemlich flach und von Hügeln	durchschnitten	, der südliche hingegen kalter , rauher und mit Gebirgen	._$. Del_NE nördliche_ADJA Theil_NN ist_VAFIN ziemlich_ADV flach_ADJD und_KON von_APPR Hügeln_NN	durchschnitten_VVPP	,_$, der_ART südliche_ADJA hingegen_ADV kalter_ADJA ,_$, rauher_ADJA und_KON mit_APPR Gebirgen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=373	73465299	73465299
375	18035722	einer sehr schönen und fruchtbaren Gegend , von einigen Kanälen	durchschnitten	, hat einen Umfang von 1s M. , meistens enge	einer_ART sehr_ADV schönen_ADJA und_KON fruchtbaren_ADJA Gegend_NN ,_$, von_APPR einigen_PIAT Kanälen_NN	durchschnitten_VVPP	,_$, hat_VAFIN einen_ART Umfang_NN von_APPR 1s_NN M._NE ,_$, meistens_ADV enge_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=374	73553093	73553093
376	18035722	aus einer ununterbrochenen Ebene , sondern wird von vielen Bergzügen	durchschnitten	, unter welchen vorzüglich drei hervorgehoben werden niüs- w »	aus_APPR einer_ART ununterbrochenen_ADJA Ebene_NN ,_$, sondern_KON wird_VAFIN von_APPR vielen_PIAT Bergzügen_NN	durchschnitten_VVPP	,_$, unter_APPR welchen_PRELS vorzüglich_ADJD drei_CARD hervorgehoben_VVPP werden_VAFIN niüs-_TRUNC w_VVFIN »_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=375	73557168	73557168
377	18035722	, worunter besonders das Trecktief zwischen Auricb und Emden ,	durchschnitten	, hal mehrere Landseen , worunter das große oder Wiebelsburer	,_$, worunter_PWAV besonders_ADV das_ART Trecktief_NN zwischen_APPR Auricb_NE und_KON Emden_NE ,_$,	durchschnitten_VVPP	,_$, hal_VVFIN mehrere_PIAT Landseen_NN ,_$, worunter_PWAV das_ART große_ADJA oder_KON Wiebelsburer_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=376	73623083	73623083
378	18035722	angenehmen Spazicrgang verwandelt ist ) umgeben und von Kanäle "	durchschnitten	, in einiger Entfernung von dem Bette der Ems ,	angenehmen_ADJA Spazicrgang_NN verwandelt_VVPP ist_VAFIN )_$( umgeben_VVPP und_KON von_APPR Kanäle_NN "_$(	durchschnitten_VVPP	,_$, in_APPR einiger_PIAT Entfernung_NN von_APPR dem_ART Bette_NN der_ART Ems_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=377	73623268	73623268
379	18035722	) in die Weser , wird von einem Ka- uale	durchschnitten	und hat einen Hafen , ein Jnvalidenhaus , ein Blaufarben-	)_$( in_APPR die_ART Weser_NE ,_$, wird_VAFIN von_APPR einem_ART Ka-_TRUNC uale_ADJD	durchschnitten_VVPP	und_KON hat_VAFIN einen_ART Hafen_NN ,_$, ein_ART Jnvalidenhaus_NN ,_$, ein_ART Blaufarben-_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=378	73631674	73631674
380	18035722	gerade durchlaufenden Straßen werden von 8 andern im rechten Winkel	durchschnitten	und bilden in der Mitte einen ungewöhnlich großen Marktplatz .	gerade_ADV durchlaufenden_ADJA Straßen_NN werden_VAFIN von_APPR 8_CARD andern_ADJA im_APPRART rechten_ADJA Winkel_NN	durchschnitten_VVPP	und_KON bilden_VVFIN in_APPR der_ART Mitte_NN einen_ART ungewöhnlich_ADJD großen_ADJA Marktplatz_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=379	73634795	73634795
381	18035722	erstreckt ) , von O. nach W. von einem Gebirge	durchschnitten	, dessen östlicher Theil die Haar oder der Paarstrang ,	erstreckt_VVFIN )_$( ,_$, von_APPR O._NE nach_APPR W._NE von_APPR einem_ART Gebirge_NN	durchschnitten_VVPP	,_$, dessen_PRELAT östlicher_ADJA Theil_NN die_ART Haar_NN oder_KON der_ART Paarstrang_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=380	73714344	73714344
382	18035722	Er ist von einer unzählbaren Menge Arme der Spree so	durchschnitten	, daß er den Sommer nur auf Kähnen und im	Er_PPER ist_VAFIN von_APPR einer_ART unzählbaren_ADJA Menge_NN Arme_NN der_ART Spree_NE so_ADV	durchschnitten_VVPP	,_$, daß_KOUS er_PPER den_ART Sommer_NN nur_ADV auf_APPR Kähnen_NN und_KON im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=381	73719800	73719800
383	18035722	Schiffe fahrbar ist , wird von einer sehr langen Straße	durchschnitten	, und hat ein Progymnasium , 3 Kirchen , worunter	Schiffe_NN fahrbar_ADJD ist_VAFIN ,_$, wird_VAFIN von_APPR einer_ART sehr_ADV langen_ADJA Straße_NN	durchschnitten_VVPP	,_$, und_KON hat_VAFIN ein_ART Progymnasium_NN ,_$, 3_CARD Kirchen_NN ,_$, worunter_PWAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=382	73752031	73752031
384	18035722	einzelnen , theils vielfach verbundenen , großen und kleinen Seen	durchschnitten	, und an den Küsten breiten sich viele Klippen oder	einzelnen_ADJA ,_$, theils_ADJD vielfach_ADV verbundenen_ADJA ,_$, großen_ADJA und_KON kleinen_ADJA Seen_NN	durchschnitten_VVPP	,_$, und_KON an_APPR den_ART Küsten_NN breiten_VVFIN sich_PRF viele_PIAT Klippen_NN oder_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=383	73795760	73795760
385	18035722	welche hoch über das Meer emporragen und überall von Felsen	durchschnitten	sind , keine Städte und 13,340 Einw. , bekannt als	welche_PRELS hoch_ADJD über_APPR das_ART Meer_NN emporragen_VVINF und_KON überall_ADV von_APPR Felsen_NN	durchschnitten_VVPP	sind_VAFIN ,_$, keine_PIAT Städte_NN und_KON 13,340_CARD Einw._NN ,_$, bekannt_ADJD als_KOKOM	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=384	73796304	73796304
386	18035722	Arme des Don ) gebildeten Insel , ist von Kanälen	durchschnitten	, besteht aus einem unregelmäßigen Haufen von Häusern und hatte	Arme_NN des_ART Don_NE )_$( gebildeten_ADJA Insel_NN ,_$, ist_VAFIN von_APPR Kanälen_NN	durchschnitten_VVPP	,_$, besteht_VVFIN aus_APPR einem_ART unregelmäßigen_ADJA Haufen_NN von_APPR Häusern_NN und_KON hatte_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=385	73809182	73809182
387	18035722	Donau erstreckt , und von den Armen des Flusses Karasu	durchschnitten	wird . Matschin , Stadt an der Donau , mit	Donau_NE erstreckt_VVFIN ,_$, und_KON von_APPR den_ART Armen_NN des_ART Flusses_NN Karasu_NE	durchschnitten_VVPP	wird_VAFIN ._$. Matschin_NN ,_$, Stadt_NN an_APPR der_ART Donau_NE ,_$, mit_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=386	73825112	73825112
388	18035722	. Sie wird von O. nach W. von einer Gebirgskette	durchschnitten	, zu deren westlichem Theile die weißen oder Sphakiotti »	._$. Sie_PPER wird_VAFIN von_APPR O._NE nach_APPR W._NE von_APPR einer_ART Gebirgskette_NN	durchschnitten_VVPP	,_$, zu_APPR deren_PRELAT westlichem_ADJA Theile_NE die_ART weißen_ADJA oder_KON Sphakiotti_NE »_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=387	73828293	73828293
